PharmGKB Accession Id	Name	Generic Names	Trade Names	Brand Mixtures	Type	Cross-references	SMILES	Dosing Guideline	External Vocabulary
PA164781343	varenicline	CP-526,555,Varenicline tartrate,varenicline	Champix,Chantix		Drug/Small Molecule	DailyMed:f0ff4f27-5185-4881-a749-c6b7a0ca5696,TTD:DAP001535,chemSpider:4470510,clinicalTrials:NCT00507728,clinicalTrials:NCT01314001,drugBank:DB01273,ndc:0069-0471-97,pubChemCompound:5310966,pubChemSubstance:16411442,pubChemSubstance:46505502,url:http://en.wikipedia.org/wiki/Varenicline		No	ATC:N07BA(Drugs used in nicotine dependence),NDFRT:N0000171805(VARENICLINE),RxNorm:591622(varenicline),UMLS:C1569608(varenicline)
PA164781353	butoconazole	Butoconazol [INN-Spanish],Butoconazole nitrate,Butoconazolum [INN-Latin]	Femstat,Femstat 3,Gynazole-1		Drug/Small Molecule	DailyMed:af4a7c80-ff0e-4746-9d45-f60149cd1395,TTD:DAP001267,chemSpider:43192,dpd:2248417,drugBank:DB00639,keggCompound:C08066,keggDrug:D00880,ndc:64011-001-08,pubChemCompound:47472,pubChemSubstance:46508016,pubChemSubstance:606881,url:http://en.wikipedia.org/wiki/Butoconazole		No	ATC:G01AF(Imidazole derivatives),MeSH:C017125(butoconazole),NDFRT:N0000147742(BUTOCONAZOLE),RxNorm:19884(butoconazole),UMLS:C0054259(butoconazole)
PA164781354	perflutren		Definity,Freon 218,Genetron 218,Octafluoropropane,Perfluoropropane,Perfluoropropaneminimum,Perflutren [USAN],Propane, octafluoro-	"Perfluoropropane 99+%",	Drug/Small Molecule	DailyMed:8ab9c79c-1b5c-4e86-899c-cc74686f070a,chemSpider:6192,dpd:2243173,drugBank:DB00556,keggDrug:D01738,ndc:11994-011-04,pubChemCompound:6432,pubChemSubstance:46506030,pubChemSubstance:7848801		No	MeSH:C042852(perflutren),NDFRT:N0000023117(OCTAFLUOROPROPANE),RxNorm:283753(Perflutren),UMLS:C0937858(Perflutren)
PA164781355	fluorometholone	FML,Fluormetholon,Fluormetholone,Fluoromethalone	Cortilet,Delmeson,Efflumidex,FML Forte,FML Liquifilm,Flarex,Fluaton,Flumetholon,Fluor-op,Loticort,Oxylone,Trilcin,Ursnon	"Fml-Neo Oph Sus (Fluorometholone + Neomycin Sulfate)",	Drug/Small Molecule	DailyMed:b810b4c3-ac7a-4ba5-85bf-ebfaf3b1dabf,TTD:DAP001047,chemSpider:9494,dpd:2238568,drugBank:DB00324,keggDrug:D01367,ndc:11980-228-05,pubChemCompound:9878,pubChemSubstance:46505984,pubChemSubstance:7848430,url:http://en.wikipedia.org/wiki/Fluorometholone		No	ATC:C05AA(Corticosteroids),ATC:D07AB(Corticosteroids, moderately potent (group II)),ATC:D07XB(Corticosteroids, moderately potent, other combinations),ATC:D10AA(Corticosteroids, combinations for treatment of acne),ATC:S01BA(Corticosteroids, plain),ATC:S01CB(Corticosteroids/antiinfectives/mydriatics in combination),NDFRT:N0000146545(FLUOROMETHOLONE),RxNorm:4491(Fluorometholone),UMLS:C0016351(Fluorometholone)
PA164781356	bepotastine	Bepotastine besilate,Betotastine besilate,TAU-284DS,bepotastine	Talion		Drug/Small Molecule	DailyMed:adba6255-f2be-4958-9e95-93000aff74f6,TTD:DCL000719,chemSpider:2260,drugBank:DB04890,keggDrug:D01654,ndc:67425-007-75,pubChemCompound:2350,pubChemSubstance:46504940,pubChemSubstance:5424487		No	MeSH:C108476(betotastine besilate),NDFRT:N0000181653(BEPOTASTINE),RxNorm:863035(bepotastine),UMLS:C2698371(bepotastine)
PA164781360	acetophenazine		Tindal		Drug/Small Molecule	TTD:DAP000844,chebi:2401,drugBank:DB01063,keggCompound:C06807,pubChemCompound:441185,pubChemSubstance:9026,url:http://en.wikipedia.org/wiki/Acetophenazine	CC(=O)c1ccc2c(c1)N(c3ccccc3S2)CCCN4CCN(CC4)CCO	No	ATC:N05AB(Phenothiazines with piperazine structure),NDFRT:N0000147689(ACETOPHENAZINE),RxNorm:16735(acetophenazine),UMLS:C0050458(acetophenazine)
PA164781361	carprofen	2-(6-Chloro-9H-carbazol-2-yl)propanoic acid,6-Chloro-alpha-methyl-9H-carbazole-2-acetic acid,6-Chloro-alpha-methylcarbazole-2-acetic acid,Carprofene [inn-french],Carprofeno [inn-spanish],Carprofenum [inn-latin]	Ridamyl,Rimadyl		Drug/Small Molecule	TTD:DAP000975,bindingDb:50097346,chebi:364453,chemSpider:2483,dpd:2246557,drugBank:DB00821,pubChemCompound:2581,pubChemSubstance:181659,pubChemSubstance:46505357,url:http://en.wikipedia.org/wiki/Carprofen		No	MeSH:C007005(carprofen),NDFRT:N0000171769(CARPROFEN),RxNorm:20343(carprofen),UMLS:C0054827(carprofen)
PA164781371	travoprost		Travatan,Travatan Z		Drug/Small Molecule	TTD:DAP000274,chebi:746859,chemSpider:4445407,dpd:2244896,drugBank:DB00287,keggDrug:D01964,ndc:0065-0266-25,pubChemCompound:5282226,pubChemSubstance:46507637,pubChemSubstance:7849026,url:http://en.wikipedia.org/wiki/Travoprost		No	ATC:S01EE(Prostaglandin analogues),MeSH:C438103(travoprost),NDFRT:N0000148702(TRAVOPROST),RxNorm:283809(travoprost),UMLS:C0937916(travoprost)
PA164781375	ibritumomab	Ig gamma-2A chain C region, membrane-bound form,radiolabeled murine anti-CD20	Zevalin		Drug/Small Molecule	TTD:DAP000383,drugBank:DB00078,genBank:J00470,uniProtKb:P01865,url:http://en.wikipedia.org/wiki/Ibritumomab		No	ATC:V10XX(Various therapeutic radiopharmaceuticals)
PA164781385	dinoprost tromethamine	Dinoprost, trometamol salt,PGF2-alpha THAM,PGF2alpha THAM,Prostaglandin F2-alpha THAM,Prostaglandin F2a tromethamine,Prostaglandin F2alpha tham,Prostin F2 Alpha	Dinolytic,Ensaprost,Lutalyse,Panacelan F tromethamine salt,Pronalgon F,Prostalmon F,Zinoprost		Drug/Small Molecule	TTD:DAP000826,chemSpider:4445570,dpd:813605,drugBank:DB01160,keggDrug:D01352,pubChemCompound:5282415,pubChemSubstance:213676,pubChemSubstance:46509164		No	ATC:G02AD(Prostaglandins),MeSH:C010714(dinoprost tromethamine),NDFRT:N0000146427(DINOPROST TROMETHAMINE),RxNorm:23321(dinoprost tromethamine),UMLS:C0058310(dinoprost tromethamine)
PA164781386	flavoxate	Flavoxate HCI,Flavoxate HCL	Urispas		Drug/Small Molecule	DailyMed:a9c44c4b-5b3c-45bf-9bc9-ce858e3d06c5,TTD:DAP001114,chebi:5088,chemSpider:3237,dpd:2245480,drugBank:DB01148,keggCompound:C07809,ndc:0574-0115-01,pubChemCompound:3354,pubChemSubstance:10011,pubChemSubstance:46505138,url:http://en.wikipedia.org/wiki/Flavoxate		No	ATC:G04BD(Urinary antispasmodics),NDFRT:N0000147847(FLAVOXATE),RxNorm:4440(Flavoxate),UMLS:C0016225(Flavoxate)
PA164781387	pegfilgrastim	Lenograstim,Pluripoietin	Neulasta		Drug/Small Molecule	DailyMed:fdfe5d72-6b80-435a-afa4-c5d74dd852ce,TTD:DAP000395,dpd:2249790,drugBank:DB00019,genBank:X03438,ndc:55513-190-01,uniProtKb:P09919,url:http://en.wikipedia.org/wiki/Pegfilgrastim		No	ATC:L03AA(Colony stimulating factors),NDFRT:N0000148730(PEGFILGRASTIM),RxNorm:338036(pegfilgrastim),UMLS:C1136535(pegfilgrastim)
PA164781394	pramlintide	Pramlintide acetate,pramlintide	Symlin		Drug/Small Molecule	DailyMed:d2262f20-bedb-43d9-b274-6ce275b0a69e,TTD:DCL000936,drugBank:DB01278,keggDrug:D05595,ndc:66780-115-02,url:http://en.wikipedia.org/wiki/Pramlintide		No	NDFRT:N0000023092(PRAMLINTIDE),RxNorm:139953(Pramlintide),UMLS:C0537551(Pramlintide)
PA164781398	isopropamide	2,2-Diphenyl-4-diisopropylaminobutyramide methiodide,4-(Diisopropylamino)-2,2-diphenylbutyramide methiodide,Chloroisopropamide,Isopropamide iodide,Isoproponum iodide	Darbid,Dipramid,Dipramide,Isamid,Marygin-M,Piaccamide,Priamide,Priazimide,Sanulcin,Tyrimide		Drug/Small Molecule	chemSpider:3643,drugBank:DB01625,keggCompound:C07055,pubChemCompound:3775,pubChemSubstance:46507726,pubChemSubstance:9267,url:http://en.wikipedia.org/wiki/Isopropamide_iodide		No	ATC:A03AB(Synthetic anticholinergics, quaternary ammonium compounds),NDFRT:N0000020174(ISOPROPAMIDE),RxNorm:89784(Isopropamide),UMLS:C0301373(Isopropamide)
PA164781399	ciclesonide	ciclesonide	Alvesco		Drug/Small Molecule	DailyMed:a1a31258-d164-4369-91f0-52900bbd1509,TTD:DAP000423,chemSpider:392056,dpd:2285606,drugBank:DB01410,keggDrug:D01703,ndc:63402-711-01,pubChemCompound:444033,pubChemSubstance:10299472,pubChemSubstance:46508553,url:http://en.wikipedia.org/wiki/Ciclesonide		No	ATC:R03BA(Glucocorticoids),NDFRT:N0000176150(CICLESONIDE),RxNorm:274964(ciclesonide),UMLS:C0907850(ciclesonide)
PA164781400	chlorprothixene	Alpha-Chlorprothixene,CPT,CPX,Chloroprothixene,Chlorprothixen,Chlorprothixine,Chlorprotixen,Chlorprotixene,Chlorprotixine,Chlothixen,Cis-Chlorprothixene	Iaractan,Paxyl,Rentovet,Tactaran,Taractan,Tarasan,Tardan,Traquilan,Trictal,Truxal,Truxaletten,Truxil,Vetacalm		Drug/Small Molecule	TTD:DAP000833,chebi:3651,drugBank:DB01239,keggCompound:C07953,keggDrug:D00790,pubChemCompound:2729,pubChemSubstance:10154,url:http://en.wikipedia.org/wiki/Chlorprothixene	CN(C)CCC=C1c2ccccc2Sc3c1cc(cc3)Cl	No	ATC:N05AF(Thioxanthene derivatives),NDFRT:N0000146149(CHLORPROTHIXENE),RxNorm:2406(Chlorprothixene),UMLS:C0008290(Chlorprothixene)
PA164783479	divalproex sodium	Divalproex sodium,Valproate semisodium	Depakote,Depakote CP,Depakote ER,Depakote Sprinkle,Epival		Drug/Small Molecule	drugBank:DB00510,keggDrug:D00304,pubChemCompound:53519,pubChemSubstance:7847370,url:http://en.wikipedia.org/wiki/Divalproex_sodium	[Na+].CCCC(CCC)C(O)=O.CCCC(CCC)C([O-])=O	No	NDFRT:N0000147033(DIVALPROEX SODIUM),RxNorm:266856(Divalproex Sodium),UMLS:C0886883(Divalproex Sodium)
PA164783790	pimecrolimus	ASM 981,SDZ ASM 981,pimecrolimus	Elidel		Drug/Small Molecule	DailyMed:d8b4ec77-5f93-4a4f-9a4c-ee0767ac6ac5,TTD:DAP000594,dpd:2247238,drugBank:DB00337,ndc:0078-0375-46,pubChemCompound:17753757,pubChemCompound:6447131,pubChemSubstance:3859844,pubChemSubstance:46505748,url:http://en.wikipedia.org/wiki/Pimecrolimus		No	ATC:D11AX(Other dermatologicals),MeSH:C117268(pimecrolimus),NDFRT:N0000148728(PIMECROLIMUS),RxNorm:321952(Pimecrolimus),UMLS:C1099414(Pimecrolimus)
PA164783809	rifapentine	Cyclopentyl rifampin	Priftin		Drug/Small Molecule	DailyMed:f768e337-a948-420a-9fbe-9be359c7a170,HET:RPT,TTD:DAP000426,chebi:8861,chemSpider:4883449,drugBank:DB01201,keggCompound:C08059,keggDrug:D00879,ndc:0088-2100-03,pdb:RPT,pubChemCompound:6323497,pubChemSubstance:46507322,url:http://en.wikipedia.org/wiki/Rifapentine		No	ATC:J04AB(Antibiotics),MeSH:C018421(rifapentine),NDFRT:N0000148581(RIFAPENTINE),RxNorm:35617(rifapentine),UMLS:C0073372(rifapentine)
PA164783810	solifenacin	solifenacin succinate	Vesicare,Vesikur		Drug/Small Molecule	DailyMed:9acee910-cdb2-4052-b8b3-c26aff1c8716,TTD:DAP001129,chemSpider:187603,dpd:2277263,drugBank:DB01591,ndc:51248-150-01,pubChemCompound:216457,pubChemSubstance:12015109,pubChemSubstance:46506006,url:http://en.wikipedia.org/wiki/Solifenacin		No	ATC:G04BD(Urinary antispasmodics),MeSH:C441209(quinuclidin-3'-yl-1-phenyl-1,2,3,4-tetrahydroisoquinoline-2-carboxylate monosuccinate),NDFRT:N0000022393(SOLIFENACIN),RxNorm:322167(Solifenacin),UMLS:C1099677(Solifenacin)
PA164783811	metixene	Methixen [German],Methixene,Methixene hydrochloride,Metisene [DCIT],Metixene hydrochloride,Metixeno [INN-Spanish],Metixenum [INN-Latin]	Atosil,Contalyl,Methixart,Tremaril,Tremaril hydrochloride,Tremonil,Trest		Drug/Small Molecule	TTD:DAP000346,chebi:51024,chemSpider:4023,drugBank:DB00340,keggDrug:D01871,pubChemCompound:4167,pubChemSubstance:46508970,pubChemSubstance:551137,url:http://en.wikipedia.org/wiki/Metixene		No	ATC:N04AA(Tertiary amines),MeSH:C005111(methixene)
PA164783812	heptabarbital	heptabarb,heptabarbitone,heptabarbum,heptadorm,heptamal,heptamalum,heptbarbital,medapan,medomine			Drug/Small Molecule	TTD:DAP001032,chebi:16130,chebi:588074,chemSpider:10081,drugBank:DB01354,keggCompound:C04623,keggCompound:C17725,pubChemCompound:10518,pubChemSubstance:10454744,pubChemSubstance:46508321,url:http://en.wikipedia.org/wiki/Heptabarbital	CCC1(C(=O)NC(=O)NC1=O)C2=CCCCCC2	No	ATC:N05CA(Barbiturates, plain),MeSH:C084640(heptabarbital)
PA164783813	adinazolam	Adinazolamum [INN-Latin]	Deracyn		Drug/Small Molecule	TTD:DAP001251,chebi:251412,chemSpider:34519,drugBank:DB00546,keggDrug:D02770,pubChemCompound:37632,pubChemSubstance:178987,pubChemSubstance:46509054,url:http://en.wikipedia.org/wiki/Adinazolam	CN(C)Cc1nnc2n1-c3ccc(cc3C(=NC2)c4ccccc4)Cl	No	ATC:N05BA(Benzodiazepine derivatives),MeSH:C039668(adinazolam)
PA164783814	l-ornithine	(s)-2,5-diaminopentanoate,(s)-2,5-diaminopentanoic acid,(s)-2,5-diaminovaleric acid,(s)-ornithine,2,5-Diaminopentanoate,2,5-Diaminopentanoic acid,2,5-Diaminovaleric acid,Ornithine	OKG		Drug/Small Molecule	HET:ORN,chebi:15729,chebi:18257,chemSpider:6026,drugBank:DB00129,iupharLigand:725,keggCompound:C01602,pdb:ORN,pubChemCompound:6262,pubChemSubstance:46505239,pubChemSubstance:8143361		No	ATC:A05BA(Liver therapy),ATC:D11AX(Other dermatologicals),ATC:P01CX(Other agents against leishmaniasis and trypanosomiasis),MeSH:C008973(polyornithine)
PA164783947	choriogonadotropin alfa	CG-beta,Choriogonadotropin beta chain precursor,Chorionic gonadotrophin beta subunit	Novarel,Ovidrel,Pregnyl,Profasi		Drug/Small Molecule	DailyMed:a683e58a-63ea-44b8-a326-1a99a537bcf2,TTD:DAP001030,dpd:2262088,drugBank:DB00097,genBank:J00117,ndc:44087-1150-1,uniProtKb:P01233,url:http://en.wikipedia.org/wiki/Choriogonadotropin_alfa		No	ATC:G03GA(Gonadotropins),NDFRT:N0000148686(CHORIOGONADOTROPIN ALFA),RxNorm:283550(choriogonadotropin alfa),UMLS:C0937609(choriogonadotropin alfa)
PA164783957	quinidine barbiturate				Drug/Small Molecule	TTD:DAP000915,drugBank:DB01346	CCC1(C(=O)NC(=O)NC1=O)C1=CC=CC=C1.COC1=CC2=C(C=C1)N=CC=C2C(O)C1CC2CCN1CC2C=C	No	
PA164783958	alemtuzumab	alemtuzumab	Campath,MabCampath		Drug/Small Molecule	TTD:DAP000385,clinicalTrials:NCT00943319,clinicalTrials:NCT01208337,dpd:2273993,drugBank:DB00087,ndc:50419-357-03,pubChemSubstance:533268,url:http://en.wikipedia.org/wiki/Alemtuzumab		No	ATC:L01XC(Monoclonal antibodies),NDFRT:N0000148705(ALEMTUZUMAB),RxNorm:117055(alemtuzumab),UMLS:C0383429(alemtuzumab)
PA164783990	interferon alfa-2b, recombinant	Interferon alfa-2b,rIFN-alpha-2b	Intron A		Drug/Small Molecule	DailyMed:fd653d74-48ab-49e4-a42d-ec1cbc59badb,TTD:DAP001285,dpd:2240695,drugBank:DB00105,ndc:0085-0571-02,uniProtKb:P01563		No	ATC:L03AB(Interferons)
PA164783998	iodixanol	Indixanol,Iodixanolum	Visipaque,Visipaque 270,Visipaque 320		Drug/Small Molecule	DailyMed:e9d87b8c-7695-4c0f-8e81-000dedb5f66d,chemSpider:3593,dpd:2145766,drugBank:DB01249,keggDrug:D01474,ndc:0407-2222-01,pubChemCompound:3724,pubChemSubstance:11466876,pubChemSubstance:46504687,url:http://en.wikipedia.org/wiki/Iodixanol		No	ATC:V08AB(Watersoluble, nephrotropic, low osmolar X-ray contrast media),MeSH:C044834(iodixanol),NDFRT:N0000148453(IODIXANOL),RxNorm:27729(iodixanol),UMLS:C0063757(iodixanol)
PA164783999	acepromazine	10-(3-dimethylaminopropyl)phenothiazin-3-yl methyl ketone,10-(3-dimethylaminopropyl)phenothiazine-3-ethylone,ACP,Ace,Acetylpromazine	Acezine 2,Atravet		Drug/Small Molecule	HET:PMZ,chebi:44932,chemSpider:5852,drugBank:DB01614,keggDrug:D02604,pdb:PMZ,pubChemCompound:6077,pubChemSubstance:26697123,pubChemSubstance:46508205,url:http://en.wikipedia.org/wiki/Acepromazine	CC(=O)c1ccc2c(c1)N(c3ccccc3S2)CCCN(C)C	No	ATC:N05AA(Phenothiazines with aliphatic side-chain),NDFRT:N0000167279(Acepromazine [Chemical/Ingredient]),RxNorm:155(Acepromazine),UMLS:C0000959(Acepromazine)
PA164784000	antrafenine				Drug/Small Molecule	chemSpider:61973,drugBank:DB01419,pubChemCompound:68723,pubChemSubstance:15012903,pubChemSubstance:46507354,url:http://en.wikipedia.org/wiki/Antrafenine		No	MeSH:C017014(antrafenine)
PA164784001	procyclidine	Prociclidina [INN-Spanish],Procyclidinum [INN-Latin]	Arpicolin,Elorine,Kemadrin,Kemadrine,Lergine,Metanin,Osnervan,Procyclid,Procyklidin,Prosyklidin,Spamol,Triciclidina,Triciloid,Tricoloid,Tricyclamol,Vagosin		Drug/Small Molecule	TTD:DAP001110,chebi:8448,chemSpider:4750,dpd:587354,drugBank:DB00387,keggCompound:C07378,ndc:61570-059-01,pubChemCompound:4919,pubChemSubstance:46505553,pubChemSubstance:9582,url:http://en.wikipedia.org/wiki/Procyclidine	c1ccc(cc1)C(CCN2CCCC2)(C3CCCCC3)O	No	ATC:N04AA(Tertiary amines),NDFRT:N0000147992(PROCYCLIDINE),RxNorm:8718(Procyclidine),UMLS:C0033254(Procyclidine)
PA164784002	sertindole	Sertindol [inn-spanish],Sertindolum [inn-latin]	Serdolect,Serlect		Drug/Small Molecule	TTD:DAP000832,chebi:9122,chemSpider:54229,drugBank:DB06144,iupharLigand:98,keggCompound:C07567,keggDrug:D00561,pubChemCompound:60149,pubChemSubstance:46504717,pubChemSubstance:7847627,url:http://en.wikipedia.org/wiki/Sertindole	c1cc(ccc1n2cc(c3c2ccc(c3)Cl)C4CCN(CC4)CCN5CCNC5=O)F	No	ATC:N05AE(Indole derivatives),MeSH:C066304(sertindole),NDFRT:N0000171798(SERTINDOLE),RxNorm:41996(sertindole),UMLS:C0084528(sertindole)
PA164784021	ethambutol	Aethambutolum,D-Ethambutol,EMB,Etambutol [INN-Spanish],Etambutolo [DCIT],Ethambutol HCL,Ethambutol Hydrochloride,Ethambutol dihydrochloride,Ethambutol, racemic mixture,Ethambutolum [INN-Latin]	Dadibutol,Diambutol,Etibi,Myambutol,Tibutol		Drug/Small Molecule	DailyMed:b9487a8c-5b28-4592-a994-3e378635983f,TTD:DAP000055,bindingDb:50204422,chebi:4877,dpd:247960,drugBank:DB00330,keggCompound:C06984,ndc:0555-0923-02,pubChemCompound:3279,pubChemSubstance:9198,url:http://en.wikipedia.org/wiki/Ethambutol	CCC(CO)NCCNC(CC)CO	No	ATC:J04AK(Other drugs for treatment of tuberculosis),NDFRT:N0000147838(ETHAMBUTOL),RxNorm:4110(Ethambutol),UMLS:C0014964(Ethambutol)
PA164784022	chlorphenesin	Chlorophenesin,Chlorphenesine [INN-French],Chlorphenesinum [INN-Latin],Clorfenesina [INN-Spanish],alpha-Glyceryl ether,p-Chlorophenyl,p-Chlorophenyl glyceryl ether	Adermykon,Demykon,Gechophen,Gecophen,Maolate,Mycil	"Anivy (Benzocaine + Chlorphenesin + Titanium Dioxide + Zinc Oxide)",	Drug/Small Molecule	chemSpider:7411,dpd:2091496,drugBank:DB00856,keggCompound:C07928,pubChemCompound:7697,pubChemSubstance:10130,pubChemSubstance:46504714	c1cc(ccc1OCC(CO)O)Cl	No	ATC:D01AE(Other antifungals for topical use),NDFRT:N0000147768(CHLORPHENESIN),RxNorm:2399(Chlorphenesin),UMLS:C0008280(Chlorphenesin)
PA164784023	paromomycin	Aminosidin,Aminosidine,Paramomycin sulfate,paromomycin	Humatin		Drug/Small Molecule	TTD:DAP000407,chemSpider:145115,dpd:2078759,drugBank:DB01421,ndc:61570-529-10,pubChemCompound:165580,pubChemSubstance:10255961,pubChemSubstance:46505391,url:http://en.wikipedia.org/wiki/Paromomycin_sulfate		No	ATC:A07AA(Antibiotics),NDFRT:N0000147963(PAROMOMYCIN),RxNorm:7934(Paromomycin),UMLS:C0030576(Paromomycin)
PA164784024	peginterferon alfa-2b		PEG-Intron,Unitron PEG		Drug/Small Molecule	DailyMed:0a8f3137-0e3a-4a60-a872-cb7d761b30e1,TTD:DAP001279,dpd:2242966,drugBank:DB00022,ndc:0085-1323-01,uniProtKb:P01563,url:http://en.wikipedia.org/wiki/Peginterferon_alfa-2b		Yes	ATC:L03AB(Interferons),NDFRT:N0000148697(PEGINTERFERON ALFA-2B),RxNorm:253453(peginterferon alfa-2b),UMLS:C0796545(peginterferon alfa-2b)
PA164784025	entecavir	entecavir	Baraclude		Drug/Small Molecule	DailyMed:046e61c9-9298-4b2e-b76e-b26b81fecd20,TTD:DAP000697,chemSpider:135679,dpd:2282224,drugBank:DB00442,keggDrug:D04008,ndc:0003-1611-12,pubChemCompound:153941,pubChemSubstance:46504864,pubChemSubstance:641041,url:http://en.wikipedia.org/wiki/Entecavir		No	ATC:J05AF(Nucleoside and nucleotide reverse transcriptase inhibitors),MeSH:C413685(entecavir),NDFRT:N0000023094(ENTECAVIR),RxNorm:306266(entecavir),UMLS:C0971023(entecavir)
PA164784026	doxapram		Dopram,Doxapram HCL,Doxapram hydrochloride,Stimulexin		Drug/Small Molecule	DailyMed:7bdc52a1-4c3f-4b84-a7e8-4df0c5af0cce,TTD:DAP001295,chebi:681848,chemSpider:3044,dpd:1914154,drugBank:DB00561,keggDrug:D01872,ndc:55390-035-01,pubChemCompound:3156,pubChemSubstance:152600,pubChemSubstance:46506829,url:http://en.wikipedia.org/wiki/Doxapram	CCN1CC(C(C1=O)(c2ccccc2)c3ccccc3)CCN4CCOCC4	No	ATC:R07AB(Respiratory stimulants),NDFRT:N0000147826(DOXAPRAM),RxNorm:3637(Doxapram),UMLS:C0013084(Doxapram)
PA164784027	gadodiamide	Gadodiamide hydrate	Omniscan		Drug/Small Molecule	DailyMed:1e9a37e2-f28a-4373-bf0f-3e9b60f42d8a,chemSpider:54756,dpd:2172771,drugBank:DB00225,keggCompound:C13106,keggDrug:D01645,ndc:0407-0690-05,pubChemCompound:60754,pubChemSubstance:46504789,pubChemSubstance:7848708,url:http://en.wikipedia.org/wiki/Gadodiamide		No	ATC:V08CA(Paramagnetic contrast media),MeSH:C064925(gadodiamide),NDFRT:N0000148302(GADODIAMIDE),RxNorm:41144(gadodiamide),UMLS:C0082646(gadodiamide)
PA164784028	methyl aminolevulinate	5-Aminolevulinic acid methyl ester,Aminolevulinic acid methyl ester	Metvix		Drug/Small Molecule	DailyMed:a71a83c2-2289-4e9a-b15f-1bea81d49aa0,TTD:DAP001024,chebi:724125,chemSpider:138950,drugBank:DB00992,ndc:0299-6300-02,pubChemCompound:157922,pubChemSubstance:46507004,pubChemSubstance:791577,url:http://en.wikipedia.org/wiki/Methyl_aminolevulinate	COC(=O)CCC(=O)CN	No	ATC:L01XD(Sensitizers used in photodynamic/radiation therapy),MeSH:C114767(delta-aminolevulinic acid methyl ester),NDFRT:N0000178414(METHYL AMINOLEVULINATE),UMLS:C1134467(METHYL AMINOLEVULINATE)
PA164784029	insulin-aspart	aspart,aspart insulin,b28-aspart-insulin,ina-x14,insulin x14,insulin, asp(b28)	NovoLog,NovoRapid,NovoRapid Penfill,Novolog FlexPen,Novolog Penfill		Drug/Small Molecule	DailyMed:3a1e73a2-3009-40d0-876c-b4cb2be56fc5,TTD:DAP001092,drugBank:DB01306,keggDrug:D04475,ndc:0169-7501-11,url:http://en.wikipedia.org/wiki/Insulin_aspart		No	ATC:A10AB(Insulins and analogues for injection, fast-acting),ATC:A10AD(Insulins and analogues for injection, intermediate-acting combined with fast-acting)
PA164784030	methohexital	Methodrexitone,Methohexitone	Brevital,Brevital sodium,Brietal		Drug/Small Molecule	DailyMed:eccd8340-ead3-4363-8902-0c19d33aa2ac,TTD:DAP000677,chebi:102216,chemSpider:8683,dpd:128678,drugBank:DB00474,keggCompound:C07844,keggDrug:D04985,ndc:42023-105-01,pubChemCompound:9034,pubChemSubstance:10046,pubChemSubstance:46507954,url:http://en.wikipedia.org/wiki/Methohexital		No	ATC:N01AF(Barbiturates, plain),ATC:N05CA(Barbiturates, plain),NDFRT:N0000147915(METHOHEXITAL),RxNorm:6847(Methohexital),UMLS:C0025668(Methohexital)
PA164784031	phenindione		Athrombon,Bindan,Cronodione,Danedion,Danilon,Danilone,Diadilan,Dindevan,Dineval,Diophindane,Emandion,Emandione,Eridione,Fenhydren,Fenilin,Fenindion,Hedulin,Hemolidione,Indema,Indion,Indon,PID,Phenhydren,Phenillin,Phenylen,Phenylin,Phenylindanedione,Phenylindione,Phenyline,Phenyllin,Pindione,Rectadione,Theradione,Thrombasal,Tromazal,Trombol		Drug/Small Molecule	TTD:DAP000769,chebi:8066,chemSpider:4596,drugBank:DB00498,keggCompound:C07584,pubChemCompound:4760,pubChemSubstance:46505018,pubChemSubstance:9786,url:http://en.wikipedia.org/wiki/Phenindione	c1ccc(cc1)C2C(=O)c3ccccc3C2=O	No	ATC:B01AA(Vitamin K antagonists),NDFRT:N0000007533(Phenindione [Chemical/Ingredient]),RxNorm:8130(Phenindione),UMLS:C0031406(Phenindione)
PA164784032	methylscopolamine	Epoxymethamine Bromide,Epoxytropine Tropate Methylbromide,Hyoscine Methobromide,Hyoscine Methylbromide,Lescopine Bromide,Methoscopylamine Bromide,Methscopolamine,Methscopolamine Methylbromide,Methylscopolamine Bromide,Methylscopolamine Hydrobromide,N-Methylhyoscine Bromide,N-Methylscopolamine Methylsulfate,N-Methylscopolammonium Bromide,Scopolamin Methylbromide,Scopolamine Methobromide,Scopolamine Methylbromide	Ampyrox,Blocan,Daipin,Diopal,Holopon,Mescopil,Neo-Avagal,Nutrop,Pamine,Paraspan,Proscomide,Restropin,Transderm Scop	"Biosol-M-Aquadrops liq (methscopolamine bromide + neomycin sulfate)","Neomix-pamine Scour Bolus (methscopolamine bromide + neomycin sulfate)","Neomix-pamine Solution (methscopolamine bromide + neomycin sulfate)","Neosol M Aquadrops (methscopolamine bromide + neomycin)","Scour solution (methscopolamine bromide + neomycin)","Scour solution coop (methscopolamine bromide + neomycin)",	Drug/Small Molecule	TTD:DAP001126,chemSpider:3977,drugBank:DB00462,iupharLigand:316,iupharLigand:317,keggDrug:D00715,pubChemCompound:23724781,pubChemCompound:4120,pubChemSubstance:46506260,pubChemSubstance:5557592,url:http://en.wikipedia.org/wiki/Methylscopolamine		No	ATC:A03BB(Belladonna alkaloids, semisynthetic, quaternary ammonium compounds),ATC:S01FA(Anticholinergics)
